14,73,44,61,64
14,74,45,60,63
13,75,46,59,63
14,75,45,59,63
12,75,47,59,63
12,75,46,60,63
12,75,45,61,63
13,75,45,60,63
12,75,45,59,65
13,75,45,59,64
12,75,45,60,64
12,75,46,59,64
13,73,45,60,65
13,74,45,60,64
14,73,45,60,64
12,74,45,60,65
13,74,45,59,65
14,74,45,59,64
14,73,45,59,65
13,74,45,61,63
